start_time,app_time,flip,flip_value,energy_uj_dram,app_state,num_read
1659017457633951256,18329088280,1,549755813888,45485713878,262144,65000
1659017457695011316,18390148340,0,0,45485744762,262144,65000
1659017457756071319,18451208343,0,0,45485775645,262144,65000
1659017457817131405,18512268429,1,549755813888,45485806529,262144,65000
1659017457878191456,18573328480,1,549755813888,45485837474,262144,65000
1659017457939251501,18634388525,1,549755813888,45485868358,262144,65000
1659017458000311554,18695448578,1,549755813888,45485899241,262144,65000
1659017458061371560,18756508584,1,549755813888,45485930125,262144,65000
1659017458122431686,18817568710,0,0,45485961009,262144,65000
1659017458183491717,18878628741,0,0,45485991954,262144,65000
1659017458244551733,18939688757,0,0,45486022837,262144,65000
1659017458305611796,19000748820,0,0,45486053721,262144,65000
1659017458366671821,19061808845,0,0,45486084605,262144,65000
1659017458427731873,19122868897,0,0,45486115549,262144,65000
1659017458488791970,19183928994,0,0,45486146982,262144,65000
1659017458549852029,19244989053,0,0,45486177927,262144,65000
1659017458610912057,19306049081,1,549755813888,45486208811,262144,65000
1659017458671972125,19367109149,1,549755813888,45486239634,262144,65000
1659017458733032195,19428169219,1,549755813888,45486270517,262144,65000
1659017458794092244,19489229268,1,549755813888,45486301401,262144,65000
1659017458855152227,19550289251,1,549755813888,45486332346,262144,65000
1659017458916212370,19611349394,0,0,45486363229,262144,65000
1659017458977272394,19672409418,1,549755813888,45486394113,262144,65000
1659017459038332396,19733469420,0,0,45486424997,262144,65000
1659017459099392499,19794529523,0,0,45486456064,262144,65000
1659017459160452751,19855589775,1,549755813888,45486487008,262144,65000
1659017459221512945,19916649969,1,549755813888,45486517892,262144,65000
1659017459282572617,19977709641,0,0,45486548776,262144,65000
1659017459343632718,20038769742,1,549755813888,45486579721,262144,65000
1659017459404692706,20099829730,0,0,45486610604,262144,65000
1659017459465752815,20160889839,1,549755813888,45486642037,262144,65000
1659017459526812807,20221949831,0,0,45486672921,262144,65000
1659017459587872882,20283009906,1,549755813888,45486703805,262144,65000
1659017459648932952,20344069976,0,0,45486734688,262144,65000
1659017459709992997,20405130021,0,0,45486765633,327681,65000
1659017459771053063,20466190087,0,0,45486796517,327681,65000
1659017459832113072,20527250096,0,0,45486827462,327681,65000
1659017459893173191,20588310215,0,0,45486858345,327681,65000
1659017459954233218,20649370242,1,549755813888,45486889229,327681,65000
1659017460015293218,20710430242,0,0,45486922676,327681,65000
1659017460076353321,20771490345,1,549755813888,45486953133,327681,65000
1659017460137413340,20832550364,0,0,45486984383,327681,65000
1659017460198473394,20893610418,0,0,45487015327,327681,65000
1659017460259533435,20954670459,0,0,45487046211,327681,65000
1659017460320593565,21015730589,1,549755813888,45487077156,327681,65000
1659017460381653603,21076790627,1,549755813888,45487108040,327681,65000
1659017460442713600,21137850624,0,0,45487139473,327681,65000
1659017460503773681,21198910705,1,549755813888,45487170356,327681,65000
1659017460564833721,21259970745,1,549755813888,45487201240,327681,65000
1659017460625893760,21321030784,1,549755813888,45487232185,327681,65000
1659017460686953819,21382090843,1,549755813888,45487263068,327681,65000
1659017460748013885,21443150909,0,0,45487293952,327681,65000
1659017460809073887,21504210911,0,0,45487324836,327681,65000
1659017460870133989,21565271013,0,0,45487355781,327681,65000
1659017460931194077,21626331101,1,549755813888,45487386664,327681,65000
1659017460992254064,21687391088,1,549755813888,45487417548,327681,65000
1659017461053314131,21748451155,1,549755813888,45487448493,327681,65000
1659017461114374170,21809511194,0,0,45487479376,327681,65000
