time,hs_activations,rapl_delta
513.694753523,820037,1148862
513.82254743,820322,1148618
513.95034222,820664,1139218
514.078137713,821074,1148679
514.205933845,820732,1148800
514.333727805,821017,1148374
514.461522855,821359,1148862
514.589318193,821769,1139340
514.717114166,821428,1148740
514.844909527,821017,1148373
514.972705187,821359,1148557
515.100499717,821074,1148740
515.228295111,820732,1139950
515.35609004,821017,1148740
515.483887645,820780,1148557
515.6116825,820978,1148312
515.739475921,821215,1139402
515.867272532,821017,1157956
515.995067129,820780,1139950
516.122862979,820495,1148801
516.250657772,820153,1148618
516.3784547,820438,1139401
516.506248914,820201,1148618
516.634044076,819916,1148557
516.761839218,819574,1148922
516.889635363,819859,1148435
517.017431837,819622,1139523
517.145225309,819819,1149045
517.273023503,819655,1148923
517.400816727,819457,1148374
517.528613772,819622,1139279
517.656408146,819819,1148496
517.784204072,820057,1148678
517.911998268,819859,1148923
518.039793282,820024,1148618
518.167589238,820222,1148739
518.295384701,820459,1148862
518.423179647,820744,1139402
518.550974426,821086,1148434
518.678770109,821496,1148557
518.806565448,821154,1148556
518.934360554,821439,1148801
519.062156199,821781,1139951
519.18995297,821496,1149045
519.317747602,821154,1148740
519.445543294,820744,1149106
519.57333716,820252,1139706
519.701133834,820662,1148618
519.828928365,821154,1148740
519.956723294,821745,1148861
520.084519145,821252,1148923
520.212314373,820662,1139829
520.340109537,821154,1148434
520.467905662,820744,1148557
520.595700787,821086,1148801
520.723496596,820801,1148801
520.851291109,821038,1139340
520.97908867,821323,1148923
521.106882497,821665,1148617
521.234677228,822075,1148618
521.362472309,821733,1148862
521.490268837,821323,1139645
521.618063436,820831,1148984
521.745860443,820240,1148801
521.87365495,820732,1148496
522.001449755,820322,1139462
522.129245242,820664,1148557
522.257040912,821074,1148495
522.384835084,820732,1148801
522.512631235,820322,1149228
522.640425944,820664,1148923
522.76822162,821074,1148923
522.896018187,820732,1139828
523.02381314,820322,1148923
523.15160855,820664,1148618
523.279404721,821074,1148679
523.407198919,820732,1139767
523.534994335,820322,1148801
523.662788736,820664,1148862
523.790583864,821074,1148739
523.918380942,820732,1139585
524.046175739,821017,1148801
524.173970911,820780,1148434
524.301766796,820495,1148679
524.429561274,820153,1139645
524.557356773,820438,1148618
524.685152089,820780,1148557
524.812947179,820495,1148923
524.940743074,820732,1148678
525.068538416,821017,1148740
525.196332968,821359,1139646
525.324129183,821074,1148922
525.451924194,820732,1148801
525.579719123,820322,1148679
525.707514592,819830,1139035
525.835309991,820240,1148007
525.963104651,820732,1148679
526.090900652,820322,1148557
526.218695153,819830,1148556
526.346490074,819239,1139402
526.474288422,818530,1148312
526.602081618,819121,1148191
526.729877522,819830,1148617
526.857672534,819239,1148557
526.985467426,818530,1139340
527.11326318,817680,1148740
527.241058554,818389,1148435
527.368853618,819239,1148617
527.49664938,818530,1139585
527.624444103,819121,1148373
527.75224064,818629,1148618
527.880035713,819039,1148495
528.007830981,819531,1148496
528.135626833,819121,1148801
528.263421455,818629,1139645
528.391216579,819039,1148435
528.519012671,818697,1148312
528.646807817,818287,1148496
528.774602454,818629,1139279
528.902398718,818344,1148496
529.03019354,818002,1148679
529.157989223,818287,1148434
529.285784751,818050,1148557
529.41357966,817765,1139279
529.541375611,818002,1148129
529.66917104,818287,1148557
529.796965654,818629,1148557
529.924761581,818344,1148556
530.052556511,818002,1139280
530.180351492,818287,1148617
530.308147276,818629,1096189
530.43594447,818344,986448
530.563738594,818002,980100
530.691533436,817592,972348
530.819328862,817100,979978
530.947124546,816509,980039
531.074919196,815800,979978
531.202714327,814950,971921
531.330510345,813929,979795
531.458305508,812704,979673
531.586100566,811235,971677
531.713896698,809471,979429
531.841691771,807354,971250
531.969487383,804815,978940
532.097282771,801767,970762
532.225077182,798110,970456
532.352873774,793721,977720
532.480668843,788454,969785
532.608463884,782135,968870
532.736258837,774551,968503
532.864054184,765451,959592
532.991849356,754530,966490
533.119645717,741425,957395
533.247440133,725700,956052
533.375236178,706829,954587
533.503031491,684184,936643
533.588228683,657011,642089
533.67342631,624402,639341
533.758623003,585272,620055
533.843819284,538316,608336
533.929016635,481968,602720
534.014214522,414351,581176
534.099410676,470699,691587
534.184608119,423742,595458
534.269804195,462873,677000
534.355001534,430264,610533
534.44019943,457438,669676
534.525396875,434793,617735
534.610593807,407619,615233
534.695788235,430264,659422
534.780985263,411393,622740
534.866182185,427119,651976
534.951379939,445990,661559
535.036576098,430264,624449
535.121773224,411393,622618
535.2069718,427119,652098
535.292167372,445990,653684
535.377365664,430264,632201
535.462561012,443369,654234
535.547757884,432448,624022
535.632954296,419344,630797
535.718150926,430264,645018
535.803349843,443369,654112
535.888546851,432448,631956
535.9737426,441549,646300
536.058941221,433965,639707
536.144136249,424864,631102
536.229333845,432448,645690
536.314530468,426128,630857
536.399728702,431395,645812
536.484924963,437715,646299
536.570121543,432448,639098
536.655318397,426128,630797
536.740515649,431395,645811
536.825713095,427006,638487
536.910909293,430663,637938
536.996105458,435052,646238
537.081302066,431395,639098
537.16649919,427006,630614
537.251697885,430663,645933
537.336894029,427616,638609
537.422091963,430155,637999
537.507286746,433203,646300
537.592483588,430663,638853
537.677679818,432780,638243
537.762878002,435320,646483
537.848074862,433203,638914
537.933271309,434967,638731
538.018469382,433497,638854
538.103667269,431733,638914
538.188862172,429617,638365
538.274059128,431381,638365
538.359255155,429911,638548
538.444452306,428147,645873
538.529649319,426031,630491
538.614845964,427794,645873
538.700043007,429911,638121
538.785240608,432451,646177
538.870438094,430334,638792
538.955634069,432098,638243
539.040831173,434214,646483
539.126028076,432451,638792
539.211225054,430334,638549
539.296422731,432098,638548
539.381619215,430628,638609
539.466815154,431853,638426
539.552013802,430832,638487
539.637210654,429607,638426
539.722407705,430628,646300
539.80760435,431853,638304
539.892801527,433323,638609
539.977996914,432098,646605
540.063194205,433119,638670
540.148392723,432268,638854
540.233588182,431247,638731
540.318784148,432098,661436
540.403984877,433119,743529
540.489179426,434343,761289
540.574375983,435813,752134
540.659572835,437577,752013
540.744771641,439693,761289
540.829967617,442233,752562
540.91516478,445281,762022
541.000360839,448938,762571
541.085557772,453327,753355
541.170753966,458593,763182
541.255952802,464913,763486
541.341148685,472497,763914
541.426344265,481597,774229
541.511541301,492518,765685
541.596739046,505622,775876
541.681935786,521348,777342
541.767132627,540219,778685
541.852329338,562863,789549
541.937527642,590037,791746
542.022724882,622646,803586
542.107921615,661776,815672
542.193117562,708732,828672
542.278312604,765080,842039
542.406109367,832697,1217099
542.533904376,776349,1085569
542.661699171,823305,1190304
542.78949657,879653,1213132
542.917290535,832697,1099240
543.045086392,871827,1186704
543.17288307,839218,1116818
543.300678238,800088,1104795
543.428472933,832697,1183407
543.556268894,805523,1122434
543.684062542,828168,1165524
543.811858265,809297,1131162
543.939653563,825023,1156796
544.067448262,843893,1167478
544.195244296,828168,1132687
544.323040032,809297,1130979
544.450835618,825023,1156613
544.578631006,843893,1167539
544.706425428,828168,1132321
544.83422244,809297,1131345
544.962016298,825023,1165890
545.089811577,843893,1167478
545.217608112,866538,1169247
545.345402051,893712,1180600
545.473198888,871067,1127927
545.600993391,843893,1125913
545.728788233,811285,1114438
545.8565832,838458,1175351
545.984379063,815814,1122372
546.112173842,834684,1166562
546.239970227,818959,1131528
546.367765306,832063,1157529
546.495560194,821143,1131528
546.623355298,830243,1157773
546.751151292,822660,1140195
546.878949467,813559,1140133
547.006742195,821143,1157102
547.134537361,830243,1158017
547.262333314,841164,1158933
547.390128762,832063,1141476
547.517923236,821143,1131589
547.645719806,808038,1130551
547.773514603,818959,1156430
547.901309582,832063,1167051
548.029105137,821143,1131467
548.156901199,830243,1157833
548.28469665,822660,1140317
548.412491208,828979,1158323
548.540287511,823713,1140316
548.668082312,828102,1149351
548.79587724,833368,1149655
548.92367249,839688,1159116
549.051469035,834421,1141049
549.179263079,838810,1159360
549.307058211,835153,1141232
549.434853025,830764,1141110
549.562651264,825498,1140317
549.690444114,829886,1148984
549.81823934,826229,1149350
549.946036365,821840,1140378
550.073829377,816574,1139768
550.201625266,820963,1157529
550.3294203,826229,1148984
550.457215672,832549,1158261
550.58501148,827282,1140683
550.712806089,831671,1149472
550.840602248,828014,1149716
550.968397283,823625,1140256
551.096195551,818359,1140073
551.223988545,822747,1148496
551.351783419,828014,1158078
551.479578503,823625,1140561
551.607374634,818359,1139767
551.735169441,822747,1148374
551.862966274,828014,1158383
551.990760587,823625,1140134
552.118555635,818359,1139645
552.246351245,822747,1157834
552.374146475,828014,1148862
552.501941708,823625,1140134
552.62973764,818359,1139829
552.757532572,822747,1157467
552.885327475,828014,1149106
553.013123967,823625,1149655
553.140918347,818359,1139951
553.268713667,822747,1148374
553.396509782,828014,1149106
553.524304312,823625,1149106
553.652100789,827282,1148922
553.779896504,824235,1140195
553.907691628,820577,1148923
554.035487172,823625,1148313
554.163282326,827282,1149044
554.291077024,824235,1149412
554.418873358,826774,1149228
554.546667944,829822,1149533
554.674463392,827282,1140134
554.802259339,829399,1149045
554.930054086,827635,1149960
555.057849847,829105,1149289
555.185645439,827880,1140073
555.313440384,828901,1149533
555.441237879,830126,1149167
555.569031082,829105,1149594
555.69682628,829955,1149411
555.824621951,829247,1149656
555.95241745,828396,1140439
556.080212172,827375,1149289
556.208009703,826151,1149228
556.335803683,827171,1139767
556.463599257,826321,1149472
556.591395106,825300,1149167
556.719188995,826151,1149045
556.846983696,825442,1140134
556.97478008,824591,1148862
557.102574969,825300,1149228
557.230370678,826151,1149289
557.358165792,827171,1149228
557.485961413,826321,1139951
557.613757733,825300,1149167
557.741552304,824075,1149106
557.869348101,822605,1148617
557.997143125,820842,1139524
558.124938105,822312,1148495
558.252734134,824075,1148862
558.380529132,822605,1149045
558.508324305,823830,1148679
558.636122248,825300,1149228
558.76391707,827064,1148984
558.891711064,825594,1140194
559.019506475,826819,1149167
559.14730148,825798,1149473
559.275097809,824573,1149228
559.402893279,823104,1139950
559.530688742,821340,1149045
559.65848296,822810,1148679
559.786278765,824573,1148617
559.914074433,823104,1139890
560.041870223,821340,1149106
560.169664615,822810,1148740
560.297459696,824573,1148923
560.425256261,826690,1148923
560.553051026,824926,1149472
560.68084548,822810,1140133
560.808641603,820270,1139829
560.9364363,822386,1157651
561.06423099,824926,1149167
561.192028967,822810,1139951
561.319823542,824573,1149045
561.447618019,826690,1158383
561.575413919,829230,1140256
561.703210097,832277,1158505
561.83100466,829738,1140683
561.958799234,831854,1149533
562.086596123,834394,1149656
562.214390182,832277,1149777
562.342186963,829738,1140378
562.469982661,826690,1149411
562.597776113,829230,1149289
562.725571839,827113,1140012
562.853367853,824573,1149289
562.981162938,821526,1140378
563.10895735,824065,1148739
563.236752868,827113,1158201
563.364549082,824573,1140317
563.492344812,826690,1148983
563.620140039,824926,1149534
563.747934308,822810,1140133
563.875731741,820270,1149167
564.003525424,822386,1148618
564.131320261,824926,1148984
564.259116463,827974,1149045
564.386912306,825434,1140012
564.514706443,827551,1158566
564.642502555,825787,1140683
564.770297822,823670,1149472
564.898094072,825434,1148923
565.025888471,827551,1149106
565.153684775,825787,1140317
565.28148003,823670,1149350
565.409273998,825434,1149045
565.537069154,827551,1148923
565.664867342,825787,1149716
565.79266161,823670,1140317
565.920455269,821131,1149045
566.048251127,818083,1139767
566.176046391,820623,1148374
566.303841995,823670,1148496
566.431638975,821131,1149167
566.559432889,823247,1148617
566.687229674,825787,1148984
566.815023258,823670,1149350
566.942818469,821131,1140012
567.07061518,823247,1148923
567.198409137,825787,1149045
567.326204147,828835,1149106
567.454001205,826295,1149289
567.581796039,823247,1140255
567.709590862,825787,1149045
567.837387635,823670,1149167
567.965181831,825434,1149167
568.092977497,823964,1139524
568.22077236,825189,1148862
568.348567649,824168,1148983
568.476363327,825019,1149045
568.604159503,824310,1139951
568.731953226,824901,1158261
568.859750966,825610,1149228
568.987545848,825019,1140561
569.115340549,825511,1149350
569.243135169,825101,1149473
569.370930057,824609,1139889
569.49872599,825019,1148923
569.626522761,825511,1149045
569.754317799,826102,1149228
569.882113451,825610,1149411
570.009906994,825019,1149106
570.137701878,824310,1140134
570.265498272,823460,1149350
570.393296623,822439,1019773
570.521090206,821214,980710
570.648884785,819744,972837
570.776680728,817981,980527
570.904477499,815864,972288
571.032272154,813324,979856
571.160065536,810277,972043
571.287862965,806619,971311
571.415657079,802231,978818
571.543452991,796964,970762
571.671246429,790644,970029
571.799042039,783061,969175
571.926837269,773960,960630
572.054633581,763040,967466
572.182428445,749935,958738
572.310223275,734210,957089
572.438019435,715339,947630
572.565815337,692694,945188
572.651010828,665520,643187
572.736207979,632912,632261
572.82140477,593782,628905
572.906601671,546825,608946
572.99179901,490478,596068
573.076995122,422861,582335
573.162192039,479208,692320
573.247390379,432252,604490
573.332586012,375905,583800
573.4177835,422861,679686
573.50298056,479208,692503
573.588177901,432252,604308
573.673374062,471382,677976
573.758571064,438774,611510
573.843768735,399644,600096
573.928965475,432252,666563
574.014162082,405078,615172
574.099358355,427723,659117
574.18455528,454897,669432
574.269752555,432252,617613
574.354954351,451123,662108
574.440147017,435397,624876
574.525343165,416527,623229
574.610540279,432252,652647
574.695737606,451123,654478
574.780934359,435397,632872
574.866131274,416527,623289
574.951327979,432252,652709
575.036524599,419147,623045
575.121722129,430068,652952
575.206918211,443173,653929
575.292116419,432252,631957
575.377312995,419147,623045
575.462509459,430068,652708
575.547707679,420968,630614
575.632904937,428551,645323
575.718100368,437652,646300
575.803298794,430068,639097
575.888493601,420968,630675
575.973691377,428551,645384
576.058887143,437652,646177
576.144085774,430068,631469
576.229281371,436388,646299
576.314478218,431121,638915
576.399675951,435510,646482
576.484872355,440776,638976
576.570069347,436388,639524
576.655266166,431121,639159
576.740463147,435510,638365
576.825660865,431853,638853
576.910857801,434900,646422
576.996054311,432361,639098
577.081250536,429313,630857
577.166446975,431853,646361
577.251644859,434900,638792
577.336841487,432361,638793
577.422038315,434477,646543
577.50723516,437017,638915
577.592431994,434900,639280
577.67763091,432361,638976
577.76282618,434477,646482
577.848022398,432713,631163
577.933219369,434183,646300
578.018416149,432958,638853
578.103612992,431489,638793
578.188810142,429725,638548
578.274007213,431195,638365
578.359205142,432958,646361
578.44440089,431489,638487
578.529598147,432713,638609
578.614795161,431693,638609
578.699993194,430468,638609
578.785189124,428998,638365
578.870386682,430223,646178
578.955583603,431693,638365
579.040779803,433457,638609
579.125975946,431987,646544
579.211173417,433212,638609
579.296370526,434681,638914
579.381568573,433457,638793
579.466764575,431987,638731
579.551962793,433212,646544
579.637158257,432191,638731
579.722355035,433041,638487
579.807551296,434062,638793
579.892748462,433212,638853
579.977944937,432191,646483
580.063143152,433041,638914
580.148338885,432333,638853
580.233535941,432923,638732
580.318733958,433632,639707
580.40393287,433041,735167
580.4891281,433534,752012
580.574324728,434124,761107
580.659520531,434833,752012
580.744717325,435684,752134
580.829914421,436704,761046
580.915111776,437929,752439
581.000308573,439399,752562
581.085505364,441163,761655
581.170702721,443279,752745
581.255900631,445819,762205
581.341095957,448867,753233
581.426293323,452524,762571
581.511489243,456913,762755
581.596686994,462179,763487
581.681885243,468499,754758
581.767082167,476083,773863
581.85227847,485183,765318
581.937475531,496103,766233
582.022671291,509208,775999
582.107868319,524934,777403
582.193064858,543804,778746
582.278262373,566449,789915
582.363460216,593623,800962
582.448655468,626231,803770
582.533852493,665362,816099
582.619049131,712318,819822
582.704245928,768665,842344
582.832042429,836282,1216672
582.95983711,779935,1085812
583.087632587,826891,1190732
583.215428087,787761,1112790
583.34322367,820369,1173032
583.471019397,859500,1194455
583.598815344,826891,1106809
583.726610759,787761,1112485
583.854407152,820369,1173092
583.982200397,859500,1194394
584.109996479,826891,1115659
584.237791709,787761,1103269
584.365586423,820369,1182248
584.493381831,859500,1185360
584.621177539,826891,1115659
584.748972467,787761,1103635
584.876767418,820369,1182126
585.00456193,859500,1185239
585.13235872,826891,1115658
585.26015494,787761,1103391
585.387949751,820369,1182370
585.515745186,859500,1185605
585.643541448,826891,1115903
585.771336468,787761,1112424
585.899131775,820369,1173276
586.026926709,859500,1185360
586.154722813,826891,1115720
586.282516426,787761,1112363
586.410313979,820369,1173032
586.538107619,859500,1194333
586.6659033,826891,1115963
586.79369793,787761,1103513
586.921495028,820369,1172788
587.049289711,859500,1194577
587.177086013,826891,1115964
587.304880798,787761,1103452
587.43267677,820369,1182431
587.560471362,793196,1111996
587.688266193,815841,1173337
587.816060873,843014,1175839
587.94385652,820369,1123838
588.07165208,839240,1166806
588.199447031,823515,1131955
588.327241995,836619,1158078
588.455038971,825699,1141110
588.582833011,812594,1130918
588.710629277,823515,1157101
588.838424829,836619,1158201
588.966219194,825699,1140988
589.094014135,812594,1130795
589.221809174,823515,1157041
589.349606614,814414,1139951
589.477401249,821998,1157284
589.605196832,815678,1139951
589.732991705,820945,1148740
589.860787284,816556,1139828
589.988582615,820213,1148252
590.116377592,824602,1157651
590.244172181,820945,1139828
590.371968111,823992,1148374
590.499764861,821453,1148800
590.627560822,823569,1148496
590.755355227,826109,1148862
590.883149821,823992,1140134
591.010948741,821453,1149106
591.138741466,818405,1139767
591.266536268,820945,1157773
591.394331646,823992,1149045
591.522126996,821453,1139951
591.649923714,823569,1148923
591.777717883,821805,1149228
591.905512926,823275,1148800
592.03330711,825039,1149045
592.161103635,823569,1149167
592.288899853,821805,1140073
592.416694518,819689,1148984
592.544490108,821453,1148679
592.672284114,819983,1139828
592.800081011,821208,1148618
592.927875492,822677,1148434
593.05566967,821453,1148740
593.183466039,822473,1148740
593.311260883,821623,1139706
593.439056285,822331,1148862
593.566853064,821741,1148740
593.694647583,822233,1148679
593.822443164,822824,1148800
593.950240581,822331,1148801
594.078033509,821741,1139951
594.205829325,822233,1148862
594.333624496,821823,1148923
594.461419428,821331,1149106
594.589215487,820740,1139584
594.717010206,821232,1148496
594.844805988,821823,1148983
594.972601539,821331,1149167
595.100396601,820740,1149106
595.228192086,820031,1140012
595.355987618,820622,1148496
595.483783749,821331,1148434
595.611578482,822181,1148679
595.739373422,821472,1139523
595.867168222,822063,1148618
595.994966781,821571,1148740
596.122759678,820980,1148679
596.250553949,821472,1148922
596.378350146,821062,1139768
596.506145365,821404,1148801
596.633941439,821814,1148678
596.761736168,821472,1149106
596.88953157,821062,1139524
597.017327022,821404,1148434
597.14512248,821814,1148801
597.272917171,821472,1148862
597.400713554,821757,1148801
597.528508513,822099,1148984
597.656305016,821814,1139645
597.784099619,822052,1148801
597.911895577,821854,1148923
598.039690227,821616,1148923
598.167484948,821331,1149045
598.295279782,820990,1139584
598.423076186,821275,1148679
598.550870656,821037,1148862
598.67866536,821235,1148678
598.806461459,821070,1139402
598.934256514,821207,1148678
599.062052674,821372,1148557
599.189847523,821570,1148679
599.317642077,821405,1148739
599.445438293,821543,1148862
599.573233272,821708,1139524
599.701028685,821570,1149045
599.828824573,821405,1149044
599.956619414,821207,1148557
600.084414408,821372,1139401
600.212210898,821235,1148862
600.340005512,821349,1148679
600.467800617,821254,1148862
600.595597081,821334,1139584
600.723391215,821429,1157773
600.851187349,821543,1139524
600.978982819,821448,1148922
601.106777092,821527,1148740
601.234573468,821461,1148740
601.362368784,821382,1139829
601.490163437,821286,1148739
601.617960373,821172,1148679
601.745755108,821035,1148740
601.87355119,821149,1139279
602.001345437,821054,1157956
602.129140554,821133,1139951
602.256936404,821228,1148862
602.384731527,821149,1148556
602.512526439,821054,1139646
602.64032229,820939,1148800
602.768117447,820802,1148496
602.895912751,820916,1148740
603.023708467,820821,1148678
603.151503908,820706,1148679
603.279298958,820802,1139768
603.407094514,820916,1148862
603.534889881,820821,1148800
603.662684622,820900,1139707
603.790480384,820996,1157590
603.918275341,820916,1148862
604.046073994,820821,1140133
604.173866456,820900,1148801
604.301661492,820834,1148801
604.429457488,820889,1139706
604.557253171,820843,1148740
604.685047621,820882,1148435
604.812845048,820850,1148800
604.940638506,820876,1148679
605.068435012,820908,1148679
605.196229424,820882,1139828
605.324024822,820850,1148618
605.451821059,820876,1148557
605.579617261,820908,1148984
605.707410863,820947,1148739
605.835206634,820993,1139707
605.963001809,821048,1148679
606.090797784,821114,1148373
606.218593123,821194,1148801
606.346387986,821127,1139829
606.47418398,821048,1148739
606.601978246,821114,1148557
606.729773764,821194,1148740
606.857569738,821127,1148923
606.985364581,821048,1139645
607.113159591,820952,1148862
607.240955529,821032,1148740
607.368750541,820966,1148617
607.496545396,820886,1148740
607.624341584,820952,1139584
607.752136243,820897,1148740
607.879932415,820831,1148923
608.007727836,820751,1148374
608.135522332,820818,1139462
608.263318342,820762,1148801
608.391113531,820808,1148251
608.518908364,820864,1148679
608.646704416,820930,1139767
608.774499521,821009,1148313
608.902294467,821105,1148740
609.030090567,821025,1149228
609.157885749,820930,1148556
609.28568226,820815,1148862
609.413476533,820678,1148984
609.541271251,820793,1139829
609.669068084,820930,1148800
609.796862655,820815,1148740
609.924657542,820911,1148557
610.052453307,821025,1148740
610.180248362,821163,1139645
610.308044345,821048,1136350
610.435842258,820911,1008542
610.563635634,820746,980161
610.691429886,820548,980527
610.819225835,820311,972410
610.947020667,820026,980344
611.074816871,819684,980161
611.202611623,819274,980283
611.330406157,818782,972471
611.458201372,818191,980405
611.585997043,817482,979978
611.713792244,816632,971983
611.841588145,815611,980039
611.969383722,814386,979855
612.09717962,812916,971983
612.224974292,811153,979673
612.352769144,809036,979306
612.480565372,806496,971433
612.608360508,803449,970640
612.736155166,799792,978391
612.863951387,795403,970212
612.991746279,790136,969907
613.119541328,783817,969297
613.247337237,776233,968809
613.375132269,767132,967588
613.502928462,756212,958860
613.630726249,743107,965573
613.758519405,727382,948667
613.886314672,708511,954710
614.014110084,685866,944577
614.0993069,658693,634581
614.184503793,626084,639342
614.269701712,586954,620238
614.354899132,539998,616270
614.440094071,483650,595091
614.525291492,416033,581603
614.610488072,472380,691526
614.695685431,425424,595885
614.78088251,464554,677183
614.86608034,431946,618651
614.951276536,459120,662291
615.03647421,436475,617918
615.121670463,409301,615660
615.206867627,431946,659789
615.29206503,459120,669798
615.377261214,436475,618101
615.462459088,455346,662718
615.547654188,439620,625548
615.632852799,420749,623778
615.71804856,436475,653135
615.803245053,423370,631285
615.888442355,434291,645506
615.973640553,447395,654601
616.058836008,436475,632261
616.144033543,423370,623412
616.229230292,434291,653501
616.314428384,425190,630919
616.399623382,432774,645751
616.484820162,441874,646848
616.5700173,434291,639708
616.655214057,425190,631041
616.740411891,432774,645750
616.825609362,426454,630858
616.910804957,431721,645812
616.996001882,438041,646421
617.081199037,432774,639220
617.166395711,426454,630858
617.251592067,431721,645994
617.336788796,427332,638487
617.421988126,430989,638060
617.507183268,435378,646605
617.592381359,431721,638914
617.677578368,427332,630736
617.762773927,430989,645872
617.847971582,435378,646300
617.933168697,440644,646727
618.018365031,436256,631590
618.103561867,430989,639219
618.188759071,435378,638366
618.273955345,440644,646726
618.359153136,436256,639586
618.444350847,430989,638853
618.529547584,435378,638549
618.614743633,431721,639036
618.699940027,434768,646422
618.785136862,438426,638914
618.870335449,435378,639342
618.955532083,431721,639097
619.040727748,434768,646361
619.125924276,432229,631041
619.211122234,434345,646177
619.296318418,436885,638854
619.38151637,434768,639280
619.466712282,432229,638854
619.551910716,434345,638548
619.637105983,432581,646483
619.722303309,430465,638731
619.807500493,432229,638548
619.892696124,430759,638609
619.977892902,431984,638487
620.063089855,433454,646544
620.148287212,432229,638853
620.233483981,433249,638488
620.318682721,434474,638853
620.403882917,433454,702208
620.489076722,434304,761472
620.574273485,435325,752073
620.659469978,436550,752074
620.744665729,438019,761717
620.82986404,439783,752439
620.915060751,441900,761717
621.00025789,444439,752928
621.085453378,447487,752927
621.170652011,451144,762511
621.255848015,455533,762876
621.341045506,460799,753782
621.426241797,467119,772703
621.511438548,474703,764403
621.596635617,483803,765135
621.681830381,494724,766111
621.767028595,507828,776243
621.852224331,523554,777464
621.937421216,542425,788023
622.022618063,565070,780820
622.107815411,592243,801268
622.193012225,624852,803404
622.278209374,663982,815854
622.363406001,710938,819701
622.448603113,767286,842099
622.576398736,834903,1217038
622.70419361,778555,1085752
622.831989331,825512,1199521
622.959784277,786381,1103452
623.087580631,818990,1173092
623.215375616,858120,1194272
623.343170515,825512,1115598
623.470967914,786381,1103391
623.598762671,818990,1172909
623.726556062,858120,1194150
623.854351854,825512,1115537
623.982147471,786381,1103329
624.109942293,818990,1182126
624.237738018,858120,1185300
624.365533354,825512,1115537
624.493329504,786381,1103146
624.621125691,818990,1181943
624.748919568,858120,1184994
624.876715456,825512,1115659
625.004510749,786381,1112485
625.13230568,818990,1173032
625.260101357,791816,1111569
625.387896635,814461,1173276
625.515691594,841635,1175473
625.643488202,818990,1123105
625.771282412,837861,1166989
625.899077559,822135,1132078
626.026873441,803264,1130246
626.154668591,818990,1156003
626.282464753,837861,1166867
626.410259527,822135,1132077
626.538054413,835240,1166989
626.66585174,824319,1131955
626.793644986,811214,1130552
626.921442171,822135,1166195
627.049236436,835240,1158017
627.177031893,824319,1141294
627.30482754,811214,1130978
627.432622286,795489,1129758
627.560417177,808594,1155698
627.688213694,824319,1166013
627.816008733,811214,1130612
627.943803395,822135,1156735
628.071599593,835240,1157773
628.199394323,824319,1141233
628.327189802,811214,1130917
628.454985613,822135,1157041
628.582782407,813035,1139828
628.710576456,820618,1156980
628.838371678,829719,1148678
628.966166589,822135,1140561
629.093962458,828455,1157834
629.221757347,823188,1140378
629.34955262,827577,1149350
629.477348084,823920,1149289
629.605143993,819531,1139829
629.732938451,823188,1148496
629.860734917,827577,1158078
629.98852963,823920,1139828
630.116323974,826967,1148862
630.244120025,824428,1140195
630.371915695,821380,1149106
630.499711344,817723,1139768
630.627506504,820770,1148495
630.755301307,818231,1148435
630.883098175,820347,1148617
631.01089258,822887,1148862
631.138689034,820770,1149106
631.266483601,818231,1139707
631.39427982,820347,1148556
631.522073982,818583,1139280
631.649869671,820053,1157345
631.777664042,821817,1148740
631.905460282,820347,1139646
632.033255109,818583,1148861
632.161050464,820053,1148374
632.288846381,818828,1148740
632.416641495,819849,1148739
632.544436176,818998,1139524
632.672232511,819707,1148556
632.800027574,819117,1148435
632.927822807,819609,1139157
633.055617969,820199,1157651
633.183413376,819707,1139829
633.311209496,819117,1148923
633.439004307,819609,1148617
633.566801102,820199,1148618
633.694596323,820908,1148556
633.822390882,821759,1148984
633.95018607,821050,1140012
634.077982082,821641,1148740
634.205777403,821148,1148495
634.333572486,821559,1139463
634.461368683,821217,1148495
634.589163116,820807,1148801
634.716959329,821148,1148923
634.844755863,820864,1148862
634.97254995,820522,1139584
635.100345871,820112,1148801
635.228140459,819619,1148557
635.355935614,820030,1148556
635.483732903,819688,1139646
635.611526039,819973,1148251
635.739322526,820314,1148252
635.867117509,820725,1148678
635.994912743,821217,1148740
636.122709592,820807,1148740
636.250503792,820314,1139706
636.378299793,819724,1148618
636.506094624,819015,1148435
636.633889162,819606,1148617
636.761684579,820314,1148923
636.889480245,819724,1139707
637.017276418,819015,1148740
637.145071542,819606,1148678
637.272866426,820314,1148618
637.400661602,819724,1148740
637.528457327,820216,1139645
637.656253011,819806,1148252
637.784047322,820148,1148678
637.911842712,820558,1149045
638.039639051,821050,1148496
638.167434042,820640,1139706
638.295231384,820148,1148801
638.423024715,820558,1148679
638.550819161,820216,1148801
638.678615005,819806,1139584
638.806409793,820148,1148496
638.934206037,820558,1148923
639.062000787,820216,1149105
639.189796055,820501,1148679
639.317591818,820843,1148618
639.445387631,820558,1139645
639.573183925,820216,1148740
639.700978269,820501,1148618
639.828772972,820843,1148801
639.956569158,820558,1148861
640.08436501,820216,1139463
640.2121594,820501,1148678
640.339955746,820843,1148618
640.46775014,821253,1148740
640.595546672,820911,1148984
640.723339856,821196,1139523
640.851136155,821538,1148435
640.978931119,821253,1148984
641.106726769,821490,1148556
